3.3000E-02 3.0000E+03 1.8400E+05 5.0000E-09 4.0940E+01 3.3790E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.0000E-09 4.1030E+01 3.3727E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.0000E-09 4.1130E+01 3.3683E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.1000E-09 4.1230E+01 3.3621E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.1000E-09 4.1320E+01 3.3522E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.1000E-09 4.1420E+01 3.3471E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.1000E-09 4.1510E+01 3.3389E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.1000E-09 4.1610E+01 3.3267E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.2000E-09 4.1700E+01 3.3173E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.2000E-09 4.1790E+01 3.3067E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.2000E-09 4.1880E+01 3.2962E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.2000E-09 4.1980E+01 3.2840E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.2000E-09 4.2070E+01 3.2716E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.3000E-09 4.2160E+01 3.2587E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.3000E-09 4.2250E+01 3.2491E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.3000E-09 4.2330E+01 3.2346E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.3000E-09 4.2420E+01 3.2225E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.3000E-09 4.2510E+01 3.2075E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.4000E-09 4.2600E+01 3.1973E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.4000E-09 4.2770E+01 3.1736E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.4000E-09 4.2850E+01 3.1621E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.4000E-09 4.2940E+01 3.1517E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.5000E-09 4.3020E+01 3.1427E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.5000E-09 4.3110E+01 3.1294E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.5000E-09 4.3190E+01 3.1171E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.5000E-09 4.3270E+01 3.1050E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.5000E-09 4.3360E+01 3.1006E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.6000E-09 4.3440E+01 3.0896E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.6000E-09 4.3520E+01 3.0811E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.6000E-09 4.3610E+01 3.0762E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.6000E-09 4.3690E+01 3.0673E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.7000E-09 4.3850E+01 3.0601E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.7000E-09 4.3940E+01 3.0512E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.7000E-09 4.4020E+01 3.0496E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.7000E-09 4.4100E+01 3.0497E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.7000E-09 4.4180E+01 3.0468E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.8000E-09 4.4270E+01 3.0478E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.8000E-09 4.4350E+01 3.0518E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.8000E-09 4.4440E+01 3.0514E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.8000E-09 4.4520E+01 3.0584E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.8000E-09 4.4610E+01 3.0668E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.9000E-09 4.4690E+01 3.0716E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.9000E-09 4.4780E+01 3.0797E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.9000E-09 4.4870E+01 3.0922E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.9000E-09 4.4950E+01 3.1009E+02
3.3000E-02 3.0000E+03 1.8400E+05 5.9000E-09 4.5040E+01 3.1134E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.0000E-09 4.5130E+01 3.1316E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.0000E-09 4.5220E+01 3.1457E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.0000E-09 4.5310E+01 3.1593E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.0000E-09 4.5410E+01 3.1815E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.0000E-09 4.5500E+01 3.1931E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.1000E-09 4.5590E+01 3.2062E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.1000E-09 4.5780E+01 3.2402E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.1000E-09 4.5870E+01 3.2528E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.1000E-09 4.5970E+01 3.2706E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.2000E-09 4.6060E+01 3.2907E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.2000E-09 4.6160E+01 3.3022E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.2000E-09 4.6250E+01 3.3157E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.2000E-09 4.6440E+01 3.3463E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.3000E-09 4.6580E+01 3.3709E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.3000E-09 4.6680E+01 3.3845E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.3000E-09 4.6770E+01 3.4004E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.3000E-09 4.6870E+01 3.4112E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.4000E-09 4.6960E+01 3.4277E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.4000E-09 4.7050E+01 3.4452E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.4000E-09 4.7150E+01 3.4519E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.4000E-09 4.7240E+01 3.4713E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.5000E-09 4.7430E+01 3.4987E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.5000E-09 4.7520E+01 3.5119E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.5000E-09 4.7610E+01 3.5214E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.5000E-09 4.7700E+01 3.5352E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.5000E-09 4.7790E+01 3.5484E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.6000E-09 4.7880E+01 3.5670E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.6000E-09 4.7970E+01 3.5735E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.6000E-09 4.8060E+01 3.5908E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.6000E-09 4.8150E+01 3.5993E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.6000E-09 4.8240E+01 3.6129E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.7000E-09 4.8320E+01 3.6255E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.7000E-09 4.8410E+01 3.6357E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.7000E-09 4.8500E+01 3.6505E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.7000E-09 4.8580E+01 3.6618E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.7000E-09 4.8670E+01 3.6744E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.8000E-09 4.8750E+01 3.6888E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.8000E-09 4.8840E+01 3.6980E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.8000E-09 4.8920E+01 3.7047E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.8000E-09 4.9080E+01 3.7295E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.9000E-09 4.9170E+01 3.7429E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.9000E-09 4.9250E+01 3.7521E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.9000E-09 4.9330E+01 3.7626E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.9000E-09 4.9410E+01 3.7780E+02
3.3000E-02 3.0000E+03 1.8400E+05 6.9000E-09 4.9480E+01 3.7881E+02
3.3000E-02 3.0000E+03 1.8400E+05 7.0000E-09 4.9560E+01 3.8009E+02
3.3000E-02 3.0000E+03 1.8400E+05 7.0000E-09 4.9640E+01 3.8030E+02
3.3000E-02 3.0000E+03 1.8400E+05 7.0000E-09 4.9710E+01 3.8171E+02
3.3000E-02 3.0000E+03 1.8400E+05 7.0000E-09 4.9790E+01 3.8310E+02
3.3000E-02 3.0000E+03 1.8400E+05 7.0000E-09 4.9860E+01 3.8360E+02
3.3000E-02 3.0000E+03 1.8400E+05 7.1000E-09 4.9940E+01 3.8492E+02
3.3000E-02 3.0000E+03 1.8400E+05 7.1000E-09 5.0010E+01 3.8549E+02
3.3000E-02 3.0000E+03 1.8400E+05 7.1000E-09 5.0150E+01 3.8741E+02
3.3000E-02 3.0000E+03 1.8400E+05 7.1000E-09 5.0220E+01 3.8854E+02
3.3000E-02 3.0000E+03 1.8400E+05 7.2000E-09 5.0290E+01 3.8942E+02
3.3000E-02 3.0000E+03 1.8400E+05 7.2000E-09 5.0360E+01 3.9008E+02
